nationality,sport,age,male,height,weight,won_any,won_gold,total_medals
CMR,volleyball,19,0,190,65,0,0,0
SWE,football,23,0,173,74,0,0,0
BRA,shooting,44,1,182,80,0,0,0
HUN,fencing,33,0,176,71,1,1,1
JPN,hockey,23,0,160,53,0,0,0
DEN,football,25,1,183,79,0,0,0
USA,shooting,48,1,178,83,0,0,0
ARG,volleyball,28,0,177,72,0,0,0
AUS,rugby sevens,23,0,168,70,1,1,1
ROU,wrestling,22,0,154,50,0,0,0
POL,athletics,25,0,178,64,0,0,0
SWE,football,26,0,168,65,1,0,1
SWE,cycling,27,0,176,62,0,0,0
FIN,aquatics,23,0,173,56,0,0,0
ARG,golf,23,1,178,78,0,0,0
URU,athletics,26,1,180,75,0,0,0
FRA,judo,28,0,170,97,1,1,1
CAN,canoe,29,0,155,59,0,0,0
FRA,athletics,24,0,155,44,0,0,0
CAN,cycling,28,0,161,48,0,0,0
GBR,athletics,25,0,173,58,1,0,1
USA,athletics,26,0,163,49,0,0,0
BAH,rowing,22,0,153,70,0,0,0
CAN,aquatics,18,0,170,60,1,0,1
USA,rowing,28,0,188,80,1,1,1
AUS,aquatics,18,0,173,52,0,0,0
GBR,rugby sevens,26,0,181,79,0,0,0
GBR,rugby sevens,24,0,165,60,0,0,0
AUS,aquatics,24,0,180,70,1,0,1
AUS,hockey,24,0,159,55,0,0,0
USA,football,22,0,168,60,0,0,0
AUS,football,23,0,179,70,0,0,0
SWE,football,27,0,172,63,1,0,1
USA,athletics,25,0,173,54,1,0,1
NZL,rowing,21,0,181,68,0,0,0
GER,cycling,18,0,168,63,0,0,0
SWE,cycling,32,0,168,54,1,0,1
DEN,canoe,20,0,169,70,1,0,1
SWE,gymnastics,17,0,147,40,0,0,0
AUS,aquatics,22,0,180,60,1,1,4
AUS,triathlon,31,0,171,57,0,0,0
GBR,cycling,33,0,157,50,0,0,0
NZL,aquatics,21,0,180,72,0,0,0
AUS,rugby sevens,21,0,165,63,1,1,1
NZL,rowing,29,0,182,76,0,0,0
ZIM,football,24,0,168,59,0,0,0
GRE,aquatics,31,1,185,75,0,0,0
TTO,athletics,32,1,189,86,0,0,0
FRA,table tennis,28,1,180,75,0,0,0
ARG,judo,31,1,173,81,0,0,0
BEL,hockey,22,1,189,88,1,0,1
BEL,aquatics,23,1,180,75,0,0,0
ARG,modern pentathlon,29,1,180,80,0,0,0
TUR,athletics,27,1,178,73,0,0,0
EGY,wrestling,27,0,165,69,0,0,0
FRA,basketball,28,0,188,87,0,0,0
USA,athletics,24,0,168,54,1,1,1
USA,shooting,47,0,163,57,0,0,0
ITA,rowing,20,1,152,53,0,0,0
ITA,fencing,27,1,190,70,1,0,1
GUA,shooting,37,1,181,73,0,0,0
ESA,sailing,24,1,180,78,0,0,0
FRA,aquatics,22,1,202,105,0,0,0
FRA,fencing,24,1,191,80,1,0,1
CHI,athletics,30,1,174,63,0,0,0
AUS,judo,24,1,186,81,0,0,0
NED,gymnastics,30,1,173,69,0,0,0
EST,wrestling,24,0,170,76,0,0,0
TUR,athletics,27,1,160,52,0,0,0
TUR,shooting,23,1,191,77,0,0,0
JPN,tennis,22,0,167,60,0,0,0
JPN,wrestling,22,0,152,53,1,1,1
JPN,cycling,25,0,160,51,0,0,0
PUR,athletics,30,1,180,81,0,0,0
PHI,athletics,27,1,176,70,0,0,0
FRA,shooting,28,1,178,83,0,0,0
CAN,athletics,36,1,172,58,0,0,0
GER,rowing,28,1,193,100,1,0,1
CAN,equestrian,48,1,170,65,1,0,1
NZL,rowing,34,1,195,98,1,1,1
GER,football,20,1,193,87,1,0,1
CAN,rowing,27,1,193,69,0,0,0
CAN,wrestling,27,0,175,75,1,1,1
BRA,athletics,31,0,168,55,0,0,0
MEX,football,19,1,170,60,0,0,0
GUA,athletics,25,1,178,60,0,0,0
MEX,football,21,1,176,70,0,0,0
NCA,athletics,26,1,173,59,0,0,0
MEX,football,23,1,183,79,0,0,0
GER,sailing,26,1,185,80,1,0,1
USA,athletics,25,1,194,89,0,0,0
SWE,aquatics,22,1,181,75,0,0,0
USA,volleyball,26,1,184,83,1,0,1
SVK,shooting,40,1,184,90,0,0,0
SVK,canoe,34,1,189,89,1,0,1
BRA,football,28,0,172,60,0,0,0
COL,athletics,38,0,164,52,0,0,0
JPN,volleyball,32,0,186,78,0,0,0
ITA,gymnastics,20,0,149,44,0,0,0
ITA,aquatics,30,0,180,65,0,0,0
SWE,athletics,28,0,185,68,0,0,0
EST,fencing,24,0,174,61,0,0,0
BRA,judo,29,0,162,52,0,0,0
CHI,athletics,40,0,163,55,0,0,0
CAN,aquatics,21,0,170,65,0,0,0
BRA,basketball,34,0,197,92,0,0,0
ESP,aquatics,32,0,177,61,0,0,0
AUS,triathlon,31,0,165,52,0,0,0
NZL,football,24,0,177,68,0,0,0
AUS,basketball,31,0,173,70,0,0,0
CAN,sailing,27,0,173,60,0,0,0
CAN,athletics,21,0,163,52,0,0,0
ZIM,football,25,0,163,53,0,0,0
BRA,canoe,25,1,175,78,1,0,1
URU,athletics,33,1,180,63,0,0,0
MEX,archery,23,1,175,92,0,0,0
CUB,athletics,24,1,182,79,0,0,0
BRA,hockey,30,1,184,76,0,0,0
TUR,athletics,31,1,170,61,0,0,0
FRA,fencing,34,1,171,65,1,0,1
VEN,wrestling,35,1,185,130,0,0,0
VEN,aquatics,33,1,170,70,0,0,0
NGR,athletics,20,0,167,58,0,0,0
ITA,athletics,22,1,180,67,0,0,0
EGY,handball,28,1,185,80,0,0,0
TUR,athletics,24,0,160,48,0,0,0
NED,aquatics,20,0,179,64,0,0,0
TUR,basketball,24,0,198,100,0,0,0
EGY,weightlifting,17,0,150,62,0,0,0
TUR,athletics,34,1,184,120,0,0,0
NED,handball,24,0,173,65,0,0,0
ECU,aquatics,25,1,177,71,0,0,0
CHI,volleyball,25,1,190,88,0,0,0
COL,aquatics,21,0,162,60,0,0,0
ECU,judo,28,0,165,63,0,0,0
COL,rugby sevens,24,0,168,69,0,0,0
ESP,athletics,27,0,170,56,0,0,0
ESP,athletics,35,0,163,50,0,0,0
MAD,aquatics,22,0,167,59,0,0,0
FRA,handball,24,0,178,67,1,0,1
AND,shooting,36,0,164,60,0,0,0
ESP,athletics,26,0,168,60,0,0,0
AUS,aquatics,24,0,168,58,0,0,0
GEO,judo,29,0,174,75,0,0,0
ARG,aquatics,26,0,171,59,0,0,0
ETH,athletics,25,0,168,49,0,0,0
NZL,cycling,25,1,180,83,1,0,1
BRA,aquatics,25,0,169,60,0,0,0
FRA,canoe,28,1,185,86,0,0,0
TUV,athletics,24,1,184,72,0,0,0
IRL,hockey,30,1,177,83,0,0,0
CAN,table tennis,30,1,174,80,0,0,0
CAN,tennis,22,0,178,58,0,0,0
FRA,football,27,0,161,58,0,0,0
SMR,athletics,24,1,192,75,0,0,0
KOR,handball,26,0,180,76,0,0,0
KOR,hockey,24,0,165,59,0,0,0
KOR,handball,25,0,163,58,0,0,0
KOR,shooting,29,0,161,50,0,0,0
ZIM,football,23,0,163,61,0,0,0
BRN,athletics,32,0,155,49,1,0,1
KEN,athletics,28,0,170,54,0,0,0
KOR,fencing,30,0,169,59,0,0,0
MEX,weightlifting,22,0,155,63,0,0,0
ESP,taekwondo,25,0,176,57,1,0,1
HUN,judo,29,0,160,51,0,0,0
NED,athletics,20,0,173,65,0,0,0
ITA,cycling,31,0,165,50,0,0,0
USA,badminton,29,0,168,58,0,0,0
SVK,table tennis,36,0,175,60,0,0,0
HUN,aquatics,30,0,173,64,0,0,0
GER,shooting,32,0,165,70,0,0,0
CZE,athletics,30,0,162,48,0,0,0
NED,hockey,27,0,170,61,1,0,1
ALB,weightlifting,25,0,160,52,0,0,0
CAN,athletics,25,1,186,65,0,0,0
USA,athletics,27,1,188,65,1,0,1
CAN,aquatics,22,1,204,110,0,0,0
BRA,volleyball,26,1,210,105,0,0,0
BRA,volleyball,34,1,206,103,1,1,1
GRE,aquatics,21,0,172,60,0,0,0
GRE,aquatics,21,0,170,52,0,0,0
GRE,archery,42,0,172,63,0,0,0
GRE,aquatics,31,1,189,90,0,0,0
AUS,rugby sevens,21,0,169,67,1,1,1
AZE,athletics,28,1,170,60,0,0,0
NZL,rowing,23,0,186,75,0,0,0
SAM,aquatics,17,0,162,60,0,0,0
COL,athletics,23,0,173,64,0,0,0
COL,athletics,18,0,157,54,0,0,0
USA,cycling,33,0,166,55,0,0,0
HUN,aquatics,27,0,173,62,0,0,0
SUI,judo,25,0,162,55,0,0,0
MEX,athletics,24,1,166,62,0,0,0
RUS,volleyball,27,0,181,66,0,0,0
RUS,aquatics,33,1,180,74,0,0,0
RUS,aquatics,26,1,173,65,0,0,0
RUS,canoe,24,1,187,91,0,0,0
RUS,aquatics,27,0,180,75,1,0,1
RUS,aquatics,29,0,176,67,1,0,1
RUS,equestrian,31,0,170,49,0,0,0
RUS,tennis,26,1,184,76,0,0,0
RUS,cycling,27,1,175,78,0,0,0
RUS,aquatics,22,1,191,74,0,0,0
RUS,aquatics,19,1,184,73,1,0,1
MDA,wrestling,26,1,179,79,0,0,0
BEL,sailing,30,0,172,70,0,0,0
POL,athletics,19,0,167,60,0,0,0
POL,athletics,29,0,165,57,0,0,0
POL,canoe,29,0,171,72,0,0,0
ISR,sailing,29,1,170,60,0,0,0
ISL,aquatics,21,0,187,82,0,0,0
NED,gymnastics,17,0,160,47,0,0,0
KEN,athletics,34,1,167,52,0,0,0
ARG,volleyball,23,1,198,95,0,0,0
ARG,football,21,1,176,75,0,0,0
CHN,triathlon,30,1,173,66,0,0,0
SUI,cycling,35,1,186,81,1,1,1
POL,volleyball,26,1,196,90,0,0,0
NED,athletics,33,1,180,74,0,0,0
ARG,golf,37,1,173,80,0,0,0
GER,gymnastics,28,1,164,68,1,1,1
GER,athletics,22,1,187,72,0,0,0
COL,cycling,25,1,182,90,0,0,0
SUI,fencing,30,1,181,83,0,0,0
GER,handball,22,1,194,94,1,0,1
BRA,football,27,0,161,57,0,0,0
BRA,volleyball,31,0,193,76,0,0,0
BRA,handball,35,0,183,71,0,0,0
BRA,athletics,30,0,170,55,0,0,0
BRA,athletics,35,0,172,58,0,0,0
FRA,aquatics,32,1,192,87,1,0,1
SUI,golf,29,0,164,63,0,0,0
GER,athletics,26,0,170,57,0,0,0
SUI,athletics,25,0,183,63,0,0,0
MRI,triathlon,28,0,171,55,0,0,0
ITA,cycling,26,1,183,65,0,0,0
ITA,judo,21,1,160,66,1,1,1
BRA,handball,27,1,185,85,0,0,0
ITA,tennis,29,1,180,74,0,0,0
ITA,rowing,28,1,194,86,0,0,0
SUI,canoe,27,1,185,85,0,0,0
AUS,athletics,32,1,179,69,0,0,0
BUR,athletics,23,1,180,78,0,0,0
ITA,athletics,39,1,189,83,0,0,0
PAR,golf,33,1,169,70,0,0,0
ARG,hockey,30,1,183,77,1,1,1
ARG,basketball,25,1,181,85,0,0,0
ARG,volleyball,26,1,197,88,0,0,0
ARG,sailing,21,1,187,97,0,0,0
MAR,athletics,21,0,175,56,0,0,0
IRQ,football,21,1,190,84,0,0,0
KEN,athletics,22,0,157,43,1,1,1
QAT,equestrian,30,1,165,60,0,0,0
CHN,volleyball,22,0,188,72,0,0,0
CHN,shooting,32,0,171,60,0,0,0
CHN,volleyball,21,0,190,71,1,1,1
FRA,aquatics,22,0,170,65,0,0,0
FRA,rugby sevens,30,0,166,63,0,0,0
BEL,aquatics,24,0,177,64,0,0,0
FRA,aquatics,21,0,180,57,0,0,0
ALG,gymnastics,17,0,155,55,0,0,0
CAN,athletics,26,0,174,59,0,0,0
TUN,fencing,19,1,175,60,0,0,0
QAT,weightlifting,18,1,175,85,0,0,0
IRI,volleyball,26,1,197,73,0,0,0
BRN,aquatics,19,1,179,67,0,0,0
ALG,football,22,1,190,80,0,0,0
AZE,taekwondo,21,0,173,67,0,0,0
EGY,aquatics,21,0,173,63,0,0,0
KAZ,weightlifting,25,1,160,62,1,0,1
IRI,taekwondo,19,1,185,58,0,0,0
MAS,cycling,27,0,163,64,0,0,0
BRN,aquatics,17,0,167,60,0,0,0
AZE,aquatics,14,0,175,60,0,0,0
ESP,aquatics,19,0,180,60,0,0,0
ESP,shooting,29,0,166,60,0,0,0
SEN,basketball,32,0,167,60,0,0,0
MLI,aquatics,28,0,168,74,0,0,0
ITA,aquatics,28,0,179,65,0,0,0
ITA,aquatics,27,0,170,70,1,0,1
ITA,aquatics,29,1,197,93,0,0,0
ARG,athletics,23,1,185,66,0,0,0
ARG,tennis,25,1,193,89,0,0,0
ARG,handball,26,1,191,88,0,0,0
ARG,shooting,28,1,175,78,0,0,0
ARG,aquatics,26,1,193,92,0,0,0
ARG,handball,29,1,183,84,0,0,0
ITA,aquatics,29,1,193,87,0,0,0
ITA,aquatics,25,1,180,75,0,0,0
ARG,handball,28,1,192,90,0,0,0
RUS,shooting,32,1,179,93,0,0,0
JAM,athletics,22,1,191,104,0,0,0
IOA,shooting,49,1,176,95,1,1,1
CHN,wrestling,24,1,184,89,0,0,0
CHN,rowing,27,0,173,57,1,0,1
CHN,aquatics,23,1,185,74,0,0,0
TTO,rowing,39,0,175,70,0,0,0
USA,rowing,26,0,186,72,0,0,0
COL,football,23,1,191,80,0,0,0
CHI,golf,41,1,170,72,0,0,0
BRA,shooting,24,1,169,69,1,0,1
BRA,football,23,1,175,69,1,1,1
BRA,canoe,21,1,185,72,0,0,0
CHI,rowing,25,1,183,75,0,0,0
BRA,rugby sevens,30,1,172,83,0,0,0
BRA,aquatics,29,1,185,95,0,0,0
BRA,judo,27,1,164,60,0,0,0
BRA,modern pentathlon,23,1,172,68,0,0,0
BRA,aquatics,30,1,183,95,0,0,0
ESP,basketball,36,1,204,109,1,0,1
BRA,rugby sevens,22,1,182,90,0,0,0
CHI,aquatics,21,1,176,70,0,0,0
BRA,aquatics,31,1,196,103,0,0,0
USA,athletics,27,0,186,127,0,0,0
ZIM,football,30,0,167,53,0,0,0
AUT,aquatics,19,1,198,85,0,0,0
BEL,hockey,26,1,190,85,1,0,1
GER,rowing,27,1,200,102,1,0,1
SUI,equestrian,26,1,180,68,0,0,0
GER,rowing,26,1,190,92,0,0,0
QAT,athletics,25,1,185,85,0,0,0
NED,aquatics,28,0,180,68,0,0,0
NED,athletics,22,0,180,61,0,0,0
NED,volleyball,25,0,189,82,0,0,0
SWE,table tennis,39,0,164,60,0,0,0
SIN,table tennis,22,1,170,65,0,0,0
CHN,wrestling,22,0,175,71,0,0,0
CHN,wrestling,26,0,172,77,1,0,1
CHN,football,27,0,165,59,0,0,0
GER,sailing,27,1,176,62,0,0,0
AUS,canoe,36,1,178,79,0,0,0
UKR,equestrian,32,1,180,75,0,0,0
AUS,hockey,31,1,182,75,0,0,0
KEN,athletics,26,1,185,74,0,0,0
TUR,gymnastics,23,1,178,68,0,0,0
BRA,sailing,29,0,172,67,0,0,0
BRA,rowing,31,0,163,58,0,0,0
BRA,handball,26,0,176,68,0,0,0
BRA,athletics,28,0,175,85,0,0,0
BRA,sailing,35,0,161,54,0,0,0
BRA,volleyball,30,0,181,75,0,0,0
ARG,shooting,16,0,166,60,0,0,0
POR,football,19,1,182,75,0,0,0
ESP,triathlon,25,1,178,67,0,0,0
ARG,shooting,36,1,188,92,0,0,0
ESP,athletics,24,1,170,60,0,0,0
CUB,canoe,17,1,173,70,0,0,0
ESP,sailing,43,1,180,76,0,0,0
ARG,handball,34,1,190,91,0,0,0
COL,cycling,21,1,180,70,0,0,0
ARG,rugby sevens,26,1,182,80,0,0,0
POR,canoe,26,1,178,81,0,0,0
ECU,weightlifting,28,1,186,163,0,0,0
BRA,weightlifting,26,1,185,155,0,0,0
BRA,fencing,31,1,184,80,0,0,0
NED,aquatics,24,1,189,86,1,1,1
ETH,athletics,26,1,175,67,1,0,1
CUB,canoe,24,1,186,91,0,0,0
DEN,rowing,31,0,184,79,0,0,0
CZE,canoe,28,1,189,89,0,0,0
SRB,aquatics,29,1,196,101,1,1,1
CRO,taekwondo,26,1,173,70,0,0,0
MNE,aquatics,27,1,190,118,0,0,0
CRO,basketball,27,1,199,93,0,0,0
CRO,athletics,22,1,200,114,0,0,0
CZE,shooting,17,1,177,70,0,0,0
CZE,canoe,33,1,173,78,0,0,0
CRO,gymnastics,30,1,170,68,0,0,0
POL,aquatics,25,1,183,75,0,0,0
POL,aquatics,22,1,188,77,0,0,0
POR,gymnastics,20,0,163,55,0,0,0
FIJ,football,21,1,170,72,0,0,0
SWE,handball,25,0,183,80,0,0,0
ITA,cycling,20,1,195,75,0,0,0
ITA,volleyball,25,1,198,98,1,0,1
ITA,aquatics,34,1,187,80,0,0,0
GER,handball,24,1,210,115,1,0,1
IRL,sailing,20,1,182,82,0,0,0
AUS,rowing,25,0,175,75,0,0,0
GBR,equestrian,40,0,173,75,1,0,1
IRL,aquatics,24,0,172,63,0,0,0
GBR,canoe,33,0,169,70,0,0,0
IRL,athletics,31,0,159,46,0,0,0
PER,weightlifting,18,0,150,48,0,0,0
JAM,athletics,23,1,196,80,1,0,1
BRA,cycling,34,0,156,46,0,0,0
BRA,gymnastics,16,0,133,31,0,0,0
ITA,sailing,31,0,171,59,0,0,0
BRA,athletics,23,0,176,65,0,0,0
COL,athletics,25,0,172,59,0,0,0
BER,triathlon,28,0,163,57,0,0,0
HUN,aquatics,18,0,175,65,0,0,0
CAY,sailing,18,0,168,57,0,0,0
ARG,hockey,22,0,165,55,0,0,0
ARG,volleyball,27,0,192,68,0,0,0
BEL,athletics,27,1,175,54,0,0,0
FRA,aquatics,25,1,199,99,1,0,2
FRA,basketball,35,1,200,103,0,0,0
BEL,hockey,24,1,178,73,1,0,1
FRA,athletics,26,0,166,53,0,0,0
FRA,athletics,27,1,183,70,0,0,0
GER,archery,28,1,188,105,0,0,0
GER,hockey,24,1,185,74,1,0,1
GER,athletics,27,1,181,63,0,0,0
AUT,sailing,36,1,180,71,0,0,0
PLW,wrestling,29,1,153,125,0,0,0
GER,aquatics,21,1,180,70,0,0,0
GER,aquatics,18,1,185,70,0,0,0
FRA,athletics,20,0,158,60,0,0,0
ROU,tennis,31,1,182,79,1,0,1
ROU,handball,30,0,178,67,0,0,0
ROU,athletics,26,0,172,53,0,0,0
ROU,weightlifting,19,0,158,68,0,0,0
USA,rugby sevens,31,1,183,88,0,0,0
USA,volleyball,28,0,191,79,1,0,1
BRA,football,38,0,162,57,0,0,0
MAR,athletics,28,1,188,70,0,0,0
USA,athletics,27,0,171,68,1,1,1
GBR,rowing,35,0,193,80,1,0,1
ITA,sailing,28,0,177,68,0,0,0
ITA,aquatics,30,0,164,58,1,0,1
ITA,aquatics,24,0,164,52,0,0,0
GBR,aquatics,26,0,171,64,0,0,0
ITA,cycling,21,0,170,58,0,0,0
ITA,aquatics,23,0,174,76,1,0,1
ITA,rowing,28,1,199,98,0,0,0
ITA,cycling,22,1,173,60,0,0,0
ITA,sailing,23,1,187,82,0,0,0
ITA,aquatics,22,1,190,88,1,0,1
NZL,rowing,24,0,159,50,0,0,0
BRA,athletics,28,0,168,63,0,0,0
BRA,handball,24,0,166,58,0,0,0
BRA,gymnastics,20,0,166,47,0,0,0
BDI,athletics,23,0,166,60,1,0,1
CHI,shooting,26,0,160,54,0,0,0
POR,canoe,22,0,163,58,0,0,0
ESP,athletics,32,1,171,58,0,0,0
BRA,gymnastics,26,1,175,72,0,0,0
PER,shooting,51,1,180,96,0,0,0
ESP,hockey,33,1,181,80,0,0,0
CHI,sailing,19,1,175,68,0,0,0
ESP,aquatics,30,1,185,83,0,0,0
ESP,judo,21,1,160,60,0,0,0
ESP,rugby sevens,27,1,173,78,0,0,0
VEN,fencing,29,1,180,75,0,0,0
CGO,athletics,26,1,198,130,0,0,0
FRA,volleyball,27,1,202,94,0,0,0
FRA,rowing,31,1,184,70,1,0,1
CAF,athletics,18,1,181,68,0,0,0
EGY,shooting,34,1,165,64,0,0,0
ARG,rugby sevens,26,1,186,81,0,0,0
BEL,aquatics,26,1,179,76,0,0,0
RSA,rugby sevens,28,1,179,93,1,0,1
FRA,cycling,31,1,180,88,1,0,1
USA,wrestling,27,1,168,68,0,0,0
ITA,wrestling,24,1,172,65,1,0,1
NED,gymnastics,19,1,169,67,0,0,0
LUX,cycling,36,1,185,63,0,0,0
GER,wrestling,27,1,174,74,0,0,0
USA,shooting,28,1,181,79,0,0,0
NED,judo,20,1,184,81,0,0,0
PUR,wrestling,30,1,177,65,0,0,0
HAI,aquatics,25,1,170,59,0,0,0
GER,canoe,26,1,173,70,0,0,0
GER,hockey,26,0,172,63,1,0,1
GER,aquatics,27,0,172,62,0,0,0
GER,canoe,27,0,176,70,1,0,2
GBR,aquatics,21,1,178,75,0,0,0
VEN,athletics,28,1,170,68,0,0,0
CAN,volleyball,33,1,195,98,0,0,0
FRA,aquatics,35,1,188,84,0,0,0
POR,football,23,1,186,77,0,0,0
DEN,football,21,1,184,78,0,0,0
DEN,cycling,18,1,187,73,1,0,1
SWE,sailing,26,1,176,64,0,0,0
SWE,handball,32,1,188,80,0,0,0
SWE,equestrian,26,0,164,67,0,0,0
SWE,handball,29,0,180,80,0,0,0
SWE,football,22,0,178,74,0,0,0
GER,athletics,23,0,176,63,0,0,0
POR,table tennis,37,0,173,60,0,0,0
TUR,athletics,22,1,175,74,0,0,0
CHN,shooting,22,1,184,68,0,0,0
EGY,weightlifting,30,1,180,105,0,0,0
HUN,aquatics,25,1,186,83,0,0,0
HUN,fencing,39,1,192,90,1,0,1
HUN,triathlon,28,1,172,64,0,0,0
HUN,athletics,32,1,170,59,0,0,0
HUN,aquatics,33,1,194,115,0,0,0
BRA,football,19,1,176,68,1,1,1
BRA,sailing,24,1,180,73,0,0,0
ARG,basketball,21,1,197,107,0,0,0
CAN,hockey,23,1,170,70,0,0,0
BRA,football,19,1,175,68,1,1,1
ZIM,athletics,28,1,177,70,0,0,0
BRA,aquatics,20,1,184,83,0,0,0
ROU,weightlifting,27,1,174,84,1,0,1
ARG,hockey,30,0,164,58,0,0,0
MEX,archery,22,0,168,73,0,0,0
BRA,volleyball,22,0,176,59,0,0,0
CAN,tennis,24,0,180,84,0,0,0
BRA,aquatics,24,0,175,76,0,0,0
PAR,rowing,26,0,163,60,0,0,0
ROU,handball,22,0,187,80,0,0,0
BUL,athletics,24,0,167,58,0,0,0
CAN,athletics,20,0,163,53,0,0,0
BUL,badminton,22,0,169,63,0,0,0
ITA,aquatics,21,1,184,79,1,0,2
ITA,shooting,21,1,176,65,1,1,1
HUN,canoe,29,0,170,62,1,1,2
HUN,aquatics,28,0,183,74,0,0,0
ROU,handball,31,0,184,78,0,0,0
CAN,football,17,0,167,55,0,0,0
USA,gymnastics,20,0,150,49,1,1,1
BRA,gymnastics,19,0,164,50,0,0,0
AUS,hockey,22,0,169,55,0,0,0
BRA,aquatics,18,0,165,60,0,0,0
NAM,shooting,35,0,169,60,0,0,0
MEX,golf,22,0,166,58,0,0,0
FRA,tennis,29,1,193,84,0,0,0
SUI,cycling,24,1,176,70,0,0,0
BEL,gymnastics,24,0,144,57,0,0,0
FRA,basketball,33,0,177,70,0,0,0
FRA,weightlifting,28,0,174,74,0,0,0
IND,shooting,33,1,180,115,0,0,0
JPN,football,22,1,175,70,0,0,0
ISR,aquatics,29,1,180,80,0,0,0
USA,athletics,30,1,181,61,1,0,1
KAZ,tennis,31,0,183,67,0,0,0
KAZ,wrestling,27,1,173,74,0,0,0
UKR,athletics,27,0,177,94,0,0,0
UKR,aquatics,20,0,171,59,0,0,0
UKR,gymnastics,23,0,173,47,1,0,1
UKR,cycling,24,0,167,56,0,0,0
MGL,archery,44,1,175,73,0,0,0
MGL,athletics,27,1,170,58,0,0,0
ESP,tennis,22,0,184,72,0,0,0
ARM,wrestling,26,1,161,57,0,0,0
USA,rugby sevens,24,1,194,104,0,0,0
IRL,rowing,23,1,172,70,1,0,1
HUN,athletics,24,1,171,55,0,0,0
POR,tennis,25,1,182,75,0,0,0
ARG,rugby sevens,29,1,170,76,0,0,0
NEP,aquatics,13,0,155,45,0,0,0
BEL,hockey,24,1,186,79,1,0,1
FRA,fencing,32,1,191,83,1,1,2
FRA,canoe,28,1,171,65,1,0,1
ZIM,archery,37,1,186,78,0,0,0
MAS,golf,22,1,187,91,0,0,0
BOT,judo,20,1,179,60,0,0,0
CAN,volleyball,30,1,208,106,0,0,0
ARM,athletics,15,0,164,54,0,0,0
NZL,rugby sevens,20,0,174,70,1,0,1
CIV,fencing,23,0,171,64,0,0,0
BRA,athletics,36,0,161,55,0,0,0
BRA,athletics,24,0,160,60,0,0,0
RUS,aquatics,22,0,175,56,1,1,1
ETH,athletics,30,0,160,43,0,0,0
GRE,sailing,40,0,165,57,0,0,0
GHA,athletics,23,0,163,54,0,0,0
AUS,aquatics,29,0,180,78,0,0,0
AUS,rugby sevens,29,0,169,66,1,1,1
NZL,hockey,26,0,168,60,0,0,0
NZL,sailing,22,0,165,59,0,0,0
ESP,aquatics,39,0,173,56,0,0,0
GBR,equestrian,31,0,165,69,0,0,0
CHN,basketball,27,1,196,110,0,0,0
NZL,rowing,25,0,183,73,1,0,1
AUS,rowing,21,0,179,72,0,0,0
AUS,athletics,27,0,164,53,0,0,0
CAN,athletics,24,0,170,58,0,0,0
CAN,canoe,32,0,170,62,0,0,0
USA,rowing,31,0,183,71,1,0,1
GEO,wrestling,22,1,198,125,1,0,1
ETH,athletics,25,0,168,52,1,0,1
CAY,aquatics,20,1,188,84,0,0,0
HKG,aquatics,25,1,185,77,0,0,0
KEN,athletics,23,1,172,58,0,0,0
CAN,archery,25,0,176,78,0,0,0
AUT,cycling,26,1,189,70,0,0,0
NZL,cycling,26,1,181,58,0,0,0
TTO,aquatics,33,1,196,74,0,0,0
NZL,rowing,33,1,200,97,0,0,0
AUS,aquatics,23,1,192,95,0,0,0
GBR,rowing,26,1,195,96,1,1,1
ROU,rowing,25,1,197,106,0,0,0
GBR,hockey,29,1,192,92,0,0,0
BUL,rowing,27,1,200,107,0,0,0
BUL,athletics,31,1,188,138,0,0,0
BUL,wrestling,26,1,170,78,0,0,0
BUL,athletics,23,1,176,70,0,0,0
AUS,cycling,21,0,179,66,0,0,0
AUS,aquatics,19,0,167,54,0,0,0
GBR,aquatics,17,0,174,63,0,0,0
GBR,aquatics,25,0,175,64,0,0,0
AUS,hockey,24,0,160,59,0,0,0
CAN,cycling,27,0,172,67,1,0,1
NZL,cycling,22,0,170,60,0,0,0
ARM,wrestling,30,1,190,100,0,0,0
UKR,judo,28,1,171,66,0,0,0
ARG,volleyball,32,0,172,64,0,0,0
AUS,hockey,23,0,179,70,0,0,0
ESP,hockey,26,0,160,53,0,0,0
AUS,hockey,27,0,159,68,0,0,0
HUN,table tennis,31,0,173,63,0,0,0
GBR,hockey,25,0,160,62,1,1,1
GRE,aquatics,21,1,195,92,0,0,0
GRE,rowing,29,1,189,91,0,0,0
KAZ,athletics,26,1,184,68,0,0,0
GBR,cycling,30,1,183,70,0,0,0
COL,athletics,27,1,175,60,0,0,0
ZAM,athletics,27,1,178,79,0,0,0
ESP,equestrian,39,1,185,80,0,0,0
UZB,canoe,29,1,178,85,0,0,0
NED,equestrian,38,1,165,72,0,0,0
EST,athletics,37,1,196,125,0,0,0
USA,fencing,26,1,183,79,1,0,1
HUN,aquatics,24,1,175,70,0,0,0
HUN,aquatics,28,1,183,80,0,0,0
HUN,aquatics,21,1,192,85,0,0,0
USA,golf,31,0,171,64,0,0,0
FRA,rowing,33,1,195,90,0,0,0
ARG,athletics,29,1,195,84,0,0,0
ARG,athletics,32,1,186,127,0,0,0
MEX,aquatics,24,1,165,60,1,0,1
ARG,rugby sevens,22,1,188,95,0,0,0
AUT,shooting,22,1,189,86,0,0,0
ARG,football,24,1,175,74,0,0,0
GER,athletics,24,0,167,51,0,0,0
